institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
FACULTY OF MEDICINE. DEPARTMENT OF PHARMACY.UNIVER	https://api.ror.org/organizations?affiliation=FACULTY+OF+MEDICINE.+DEPARTMENT+OF+PHARMACY.UNIVER	16	FALSE	0.64	COMMON TERMS	Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo	https://ror.org/03se9eg94	Brazil
Faculty of Physics, University of Vienna	https://api.ror.org/organizations?affiliation=Faculty+of+Physics,+University+of+Vienna	40	TRUE	1	PHRASE	University of Vienna	https://ror.org/03prydq77	Austria
FACULTY OF SCIENCE OF FEZ	https://api.ror.org/organizations?affiliation=FACULTY+OF+SCIENCE+OF+FEZ	15	FALSE	0.59	COMMON TERMS	Institut des Sciences de la Terre	https://ror.org/01cf2sz15	France
FACULTY OF SCIENCES AND TECHNIQUES OF FEZ-SIDI MOHAMED BEN ABDELLAH UNIVERSITY	https://api.ror.org/organizations?affiliation=FACULTY+OF+SCIENCES+AND+TECHNIQUES+OF+FEZ-SIDI+MOHAMED+BEN+ABDELLAH+UNIVERSITY	0						
Faculty of sciences of Monastir	https://api.ror.org/organizations?affiliation=Faculty+of+sciences+of+Monastir	12	FALSE	0.64	COMMON TERMS	Facultad Latinoamericana de Ciencias Sociales	https://ror.org/00xp3z794	Argentina
FAU Erlangen-Nuremberg	https://api.ror.org/organizations?affiliation=FAU+Erlangen-Nuremberg	14	TRUE	0.91	COMMON TERMS	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
FAU ERLANGEN-NÜRNBERG	https://api.ror.org/organizations?affiliation=FAU+ERLANGEN-NURNBERG	14	FALSE	0.9	COMMON TERMS	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
FCBA	https://api.ror.org/organizations?affiliation=FCBA	1	TRUE	0.9	PHRASE	Institut Technologique Forêt Cellulose Bois-Construction Ameublement	https://ror.org/02q8h2f47	France
FCBA INTECHFIBRES	https://api.ror.org/organizations?affiliation=FCBA+INTECHFIBRES	5	TRUE	0.9	ACRONYM	Institut Technologique Forêt Cellulose Bois-Construction Ameublement	https://ror.org/02q8h2f47	France
FCBA, FCBA InTechFibres Division	https://api.ror.org/organizations?affiliation=FCBA,+FCBA+InTechFibres+Division	17	TRUE	0.9	PHRASE	Institut Technologique Forêt Cellulose Bois-Construction Ameublement	https://ror.org/02q8h2f47	France
FCBA, INTECHFIBERS DIVISION	https://api.ror.org/organizations?affiliation=FCBA,+INTECHFIBERS+DIVISION	16	TRUE	0.9	PHRASE	Institut Technologique Forêt Cellulose Bois-Construction Ameublement	https://ror.org/02q8h2f47	France
FCT - UNIVERSIDADE NOVA DE LISBOA	https://api.ror.org/organizations?affiliation=FCT+-+UNIVERSIDADE+NOVA+DE+LISBOA	3	TRUE	1	ACRONYM	Nurses Organization of Veterans Affairs	https://ror.org/017gq1v43	United States
FCT, UNIVERSIDADE NOVA DE LISBOA	https://api.ror.org/organizations?affiliation=FCT,+UNIVERSIDADE+NOVA+DE+LISBOA	3	TRUE	1	ACRONYM	Nurses Organization of Veterans Affairs	https://ror.org/017gq1v43	United States
Federal Universidade of Rio de Janeiro	https://api.ror.org/organizations?affiliation=Federal+Universidade+of+Rio+de+Janeiro	15	TRUE	0.92	COMMON TERMS	Federal University of Rio de Janeiro	https://ror.org/03490as77	Brazil
Federal University of Alfenas	https://api.ror.org/organizations?affiliation=Federal+University+of+Alfenas	19	TRUE	1	PHRASE	Federal University of Alfenas	https://ror.org/034vpja60	Brazil
Federal University of Ceara	https://api.ror.org/organizations?affiliation=Federal+University+of+Ceara	18	TRUE	1	PHRASE	Universidade Federal do Ceará	https://ror.org/03srtnf24	Brazil
Federal University of Ceará	https://api.ror.org/organizations?affiliation=Federal+University+of+Ceara	18	TRUE	1	PHRASE	Universidade Federal do Ceará	https://ror.org/03srtnf24	Brazil
Federal University of Espirito Santo	https://api.ror.org/organizations?affiliation=Federal+University+of+Espirito+Santo	15	TRUE	1	PHRASE	Universidade Federal do Espírito Santo	https://ror.org/05sxf4h28	Brazil
Federal University of Minas Gerais	https://api.ror.org/organizations?affiliation=Federal+University+of+Minas+Gerais	16	TRUE	1	PHRASE	Universidade Federal de Minas Gerais	https://ror.org/0176yjw32	Brazil
Federal University of Rio de Janeiro	https://api.ror.org/organizations?affiliation=Federal+University+of+Rio+de+Janeiro	17	TRUE	1	PHRASE	Federal University of Rio de Janeiro	https://ror.org/03490as77	Brazil
FEDERAL UNIVERSITY OF RIO DE JANEIRO	https://api.ror.org/organizations?affiliation=FEDERAL+UNIVERSITY+OF+RIO+DE+JANEIRO	0						
Federal University of Rio de Janeiro, Brazil	https://api.ror.org/organizations?affiliation=Federal+University+of+Rio+de+Janeiro,+Brazil	12	TRUE	1	PHRASE	Federal University of Rio de Janeiro	https://ror.org/03490as77	Brazil
Federal University of Rio Grande do Sul	https://api.ror.org/organizations?affiliation=Federal+University+of+Rio+Grande+do+Sul	11	TRUE	1	PHRASE	Federal University of Rio Grande do Sul	https://ror.org/041yk2d64	Brazil
Federal University of São Carlos	https://api.ror.org/organizations?affiliation=Federal+University+of+Sao+Carlos	16	TRUE	1	PHRASE	Federal University of São Carlos	https://ror.org/00qdc6m37	Brazil
Federal University of Sergipe	https://api.ror.org/organizations?affiliation=Federal+University+of+Sergipe	19	TRUE	1	PHRASE	Universidade Federal de Sergipe	https://ror.org/028ka0n85	Brazil
FEMTO-ST UMR6174, UNIV OF BOURGOGNE FRANCHE-COMTE	https://api.ror.org/organizations?affiliation=FEMTO-ST+UMR6174,+UNIV+OF+BOURGOGNE+FRANCHE-COMTE	11	FALSE	0.88	COMMON TERMS	Université Bourgogne Franche-Comté	https://ror.org/02dn7x778	France
FIRMENICH SA	https://api.ror.org/organizations?affiliation=FIRMENICH+SA	6	FALSE	0.44	COMMON TERMS	Nature Foundation SA	https://ror.org/02dshg816	Australia
Flemish Institute for Technological Research	https://api.ror.org/organizations?affiliation=Flemish+Institute+for+Technological+Research	18	TRUE	1	PHRASE	Flemish Institute for Technological Research	https://ror.org/04gq0w522	Belgium
Flemish Institute for Technological Research (VITO	https://api.ror.org/organizations?affiliation=Flemish+Institute+for+Technological+Research+(VITO	18	TRUE	1	COMMON TERMS	Instituto de Pesquisas Tecnológicas	https://ror.org/041mvdf76	Brazil
FLEMISH INSTITUTE FOR TECHNOLOGICAL RESEARCH (VITO	https://api.ror.org/organizations?affiliation=FLEMISH+INSTITUTE+FOR+TECHNOLOGICAL+RESEARCH+(VITO	21	TRUE	1	COMMON TERMS	Instituto de Pesquisas Tecnológicas	https://ror.org/041mvdf76	Brazil
Flemish Institute for Technological Research (VITO)	https://api.ror.org/organizations?affiliation=Flemish+Institute+for+Technological+Research+(VITO)	18	TRUE	1	COMMON TERMS	Instituto de Pesquisas Tecnológicas	https://ror.org/041mvdf76	Brazil
FLEMISH INSTITUTE FOR TECHNOLOGICAL RESEARCH/ HASS	https://api.ror.org/organizations?affiliation=FLEMISH+INSTITUTE+FOR+TECHNOLOGICAL+RESEARCH/+HASS	21	TRUE	0.95	COMMON TERMS	Flemish Institute for Technological Research	https://ror.org/04gq0w522	Belgium
FOOD & HEALTH DIVISION NUTRACEUTICALS AND DELIVERY LAB	https://api.ror.org/organizations?affiliation=FOOD+&+HEALTH+DIVISION+NUTRACEUTICALS+AND+DELIVERY+LAB	0						
FORSCHUNGSZENTRUM JÜLICH	https://api.ror.org/organizations?affiliation=FORSCHUNGSZENTRUM+JULICH	11	TRUE	1	PHRASE	Forschungszentrum Jülich	https://ror.org/02nv7yv05	Germany
FRACTION DES AGRORESSOURCES ET ENVIRONNEMENT - INRA/URCA	https://api.ror.org/organizations?affiliation=FRACTION+DES+AGRORESSOURCES+ET+ENVIRONNEMENT+-+INRA/URCA	27	FALSE	0.9	ACRONYM	Arizona Department of Economic Security	https://ror.org/00s8v8467	United States
FRAUNHOFER INSTITUTE FOR CHEMICAL TECHNOLOGY	https://api.ror.org/organizations?affiliation=FRAUNHOFER+INSTITUTE+FOR+CHEMICAL+TECHNOLOGY	18	TRUE	1	PHRASE	Fraunhofer Institute for Chemical Technology	https://ror.org/03nb1x490	Germany
FRAUNHOFER INSTITUTE FOR CHEMICAL TECHNOLOGY ICT	https://api.ror.org/organizations?affiliation=FRAUNHOFER+INSTITUTE+FOR+CHEMICAL+TECHNOLOGY+ICT	27	TRUE	0.96	COMMON TERMS	Fraunhofer Institute for Chemical Technology	https://ror.org/03nb1x490	Germany
FRAUNHOFER WKI	https://api.ror.org/organizations?affiliation=FRAUNHOFER+WKI	13	TRUE	1	PHRASE	Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut	https://ror.org/015cbgt79	Germany
FRENCH NATIONAL INSTITUTE FOR AGRICULTURAL RESEARCH	https://api.ror.org/organizations?affiliation=FRENCH+NATIONAL+INSTITUTE+FOR+AGRICULTURAL+RESEARCH	19	FALSE	0.78	COMMON TERMS	Centre de Coopération Internationale en Recherche Agronomique pour le Développement	https://ror.org/05kpkpg04	France
FRIEDRICH-ALEXANDER-UNIVERSITÄT	https://api.ror.org/organizations?affiliation=FRIEDRICH-ALEXANDER-UNIVERSITAT	17	TRUE	1	PHRASE	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
FRIEDRICH-ALEXANDER-UNIVERSITÄT ERLANGEN-NÜRNBERG	https://api.ror.org/organizations?affiliation=FRIEDRICH-ALEXANDER-UNIVERSITAT+ERLANGEN-NURNBERG	17	TRUE	1	PHRASE	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
FRIEDRICH-ALEXANDER-UNIVERSITY ERLANGEN-NUREMBERG	https://api.ror.org/organizations?affiliation=FRIEDRICH-ALEXANDER-UNIVERSITY+ERLANGEN-NUREMBERG	19	TRUE	0.96	COMMON TERMS	University of Erlangen-Nuremberg	https://ror.org/00f7hpc57	Germany
FUCHS LUBRICANTS (CHINA) LTD.	https://api.ror.org/organizations?affiliation=FUCHS+LUBRICANTS+(CHINA)+LTD.	2	FALSE	0.5	FUZZY	Zhejiang Chint Electrics (China)	https://ror.org/005ep3598	China
Gachon University	https://api.ror.org/organizations?affiliation=Gachon+University	20	TRUE	1	PHRASE	Gachon University	https://ror.org/03ryywt80	South Korea
GASCOGNE BOIS	https://api.ror.org/organizations?affiliation=GASCOGNE+BOIS	10	FALSE	0.62	COMMON TERMS	Centre Régional d’Innovation et de Transferts Technologiques des Industries du Bois	https://ror.org/016crzw98	France
GAZI UNIVERSITESI	https://api.ror.org/organizations?affiliation=GAZI+UNIVERSITESI	12	TRUE	1	PHRASE	Gazi University	https://ror.org/054xkpr46	Turkey
GAZI UNIVERSITY	https://api.ror.org/organizations?affiliation=GAZI+UNIVERSITY	20	TRUE	1	PHRASE	Gazi University	https://ror.org/054xkpr46	Turkey
Gdansk University of Technology, Chemical Faculty, Analytical Chemistry Department	https://api.ror.org/organizations?affiliation=Gdansk+University+of+Technology,+Chemical+Faculty,+Analytical+Chemistry+Department	60	TRUE	1	PHRASE	Gdańsk University of Technology	https://ror.org/006x4sc24	Poland
Geen Team, INRA, UMR408, Sécurité et Qualité des Produits d’Origine Végétale	https://api.ror.org/organizations?affiliation=Geen+Team,+INRA,+UMR408,+Securite+et+Qualite+des+Produits+d'Origine+Vegetale	24	TRUE	1	PHRASE	Safety and Quality of Processed Fruit and Vegetables	https://ror.org/01xdxaz62	France
GEMBLOUX AGROBIO-TECH, UNIVERSITÉ DE LIEGE	https://api.ror.org/organizations?affiliation=GEMBLOUX+AGROBIO-TECH,+UNIVERSITE+DE+LIEGE	4	FALSE	0.72	COMMON TERMS	Ruhr University Bochum	https://ror.org/04tsk2644	Germany
GENOSCOPE, UMR 8030	https://api.ror.org/organizations?affiliation=GENOSCOPE,+UMR+8030	8	TRUE	1	PHRASE	Genoscope	https://ror.org/028pnqf58	France
GENOSCOPE/INSTITUT DE GENOMIQUE/CEA	https://api.ror.org/organizations?affiliation=GENOSCOPE/INSTITUT+DE+GENOMIQUE/CEA	3	TRUE	1	ACRONYM	Council of Economic Advisers	https://ror.org/02s4m5j79	United States
GEO GROUND ENGINEERING OPERATIONS	https://api.ror.org/organizations?affiliation=GEO+GROUND+ENGINEERING+OPERATIONS	15	FALSE	0.9	ACRONYM	Gabinete de Estudos Olisiponenses	https://ror.org/03kjp3580	Portugal
GEO, GROUND ENGINEERING OPERATIONS	https://api.ror.org/organizations?affiliation=GEO,+GROUND+ENGINEERING+OPERATIONS	24	FALSE	0.9	ACRONYM	Gabinete de Estudos Olisiponenses	https://ror.org/03kjp3580	Portugal
GEOBIOTEC, GEOSCIENCE DEPARTMENT, UNIVERSITY OF AVEIRO	https://api.ror.org/organizations?affiliation=GEOBIOTEC,+GEOSCIENCE+DEPARTMENT,+UNIVERSITY+OF+AVEIRO	40	TRUE	1	PHRASE	University of Aveiro	https://ror.org/00nt41z93	Portugal
GEORGE WASHINGTON UNIVERSITY	https://api.ror.org/organizations?affiliation=GEORGE+WASHINGTON+UNIVERSITY	9	TRUE	1	PHRASE	George Washington University	https://ror.org/00y4zzh67	United States
GEPEA	https://api.ror.org/organizations?affiliation=GEPEA	1	TRUE	0.9	ACRONYM	Process Engineering for Environment and Food	https://ror.org/05ngxmx20	France
GHENT UNIVERISTY	https://api.ror.org/organizations?affiliation=GHENT+UNIVERISTY	14	TRUE	0.94	COMMON TERMS	Ghent University	https://ror.org/00cv9y106	Belgium
GHENT UNIVERSITY	https://api.ror.org/organizations?affiliation=GHENT+UNIVERSITY	20	TRUE	1	PHRASE	Ghent University	https://ror.org/00cv9y106	Belgium
Ghent University - Department of Solid State Sciences	https://api.ror.org/organizations?affiliation=Ghent+University+-+Department+of+Solid+State+Sciences	20	TRUE	1	COMMON TERMS	Ghent University	https://ror.org/00cv9y106	Belgium
GICIC-INCAPE- FIQ-CONICET	https://api.ror.org/organizations?affiliation=GICIC-INCAPE-+FIQ-CONICET	11	TRUE	0.9	ACRONYM	National Scientific and Technical Research Council	https://ror.org/03cqe8w59	Argentina
GLUCAN BIORENEWABLES LLC.	https://api.ror.org/organizations?affiliation=GLUCAN+BIORENEWABLES+LLC.	16	TRUE	0.91	COMMON TERMS	Glucan Biorenewables (United States)	https://ror.org/02reydp80	United States
GLYCOLOR S.R.L.	https://api.ror.org/organizations?affiliation=GLYCOLOR+S.R.L.	2	FALSE	0.5	FUZZY	NWT (Czechia)	https://ror.org/02kxz7t24	Czechia
GLYCOSCIENCE DIVISION, CBH SCHOOL, KTH ROYAL INSTITUTE OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=GLYCOSCIENCE+DIVISION,+CBH+SCHOOL,+KTH+ROYAL+INSTITUTE+OF+TECHNOLOGY	44	TRUE	1	COMMON TERMS	Royal Institute of Technology	https://ror.org/026vcq606	Sweden
GLYCOSPOT	https://api.ror.org/organizations?affiliation=GLYCOSPOT	0						
Graduate School of Engineering Science and Technol	https://api.ror.org/organizations?affiliation=Graduate+School+of+Engineering+Science+and+Technol	13	FALSE	0.89	COMMON TERMS	Asian Institute of Technology	https://ror.org/0403qcr87	Thailand
GRADUATE SCHOOL OF ENGINEERING SCIENCE AND TECHNOLOGY, NATIONAL YUNLIN UNIVERSITY OF SCIENCE AND TECHNOLOGY	https://api.ror.org/organizations?affiliation=GRADUATE+SCHOOL+OF+ENGINEERING+SCIENCE+AND+TECHNOLOGY,+NATIONAL+YUNLIN+UNIVERSITY+OF+SCIENCE+AND+TECHNOLOGY	26	FALSE	1	COMMON TERMS	École Supérieure d'Ingénieurs en Génie Électrique	https://ror.org/01apwkd48	France
Graduate School of Engineering Science and Technology, National Yunlin University of Science and Technology (YunTech)	https://api.ror.org/organizations?affiliation=Graduate+School+of+Engineering+Science+and+Technology,+National+Yunlin+University+of+Science+and+Technology+(YunTech)	54	TRUE	1	COMMON TERMS	École Supérieure d'Ingénieurs en Génie Électrique	https://ror.org/01apwkd48	France
GRADUATE SCHOOL OF PHARMACEUTICAL SCIENCES, KYUSHU UNIVERSITY	https://api.ror.org/organizations?affiliation=GRADUATE+SCHOOL+OF+PHARMACEUTICAL+SCIENCES,+KYUSHU+UNIVERSITY	52	TRUE	1	PHRASE	Kyushu University	https://ror.org/00p4k0j84	Japan
Grand Valle Bioenergia Ltda/Faperj CNPJ: 04.837.643/0001-45	https://api.ror.org/organizations?affiliation=Grand+Valle+Bioenergia+Ltda/Faperj+CNPJ:+04.837.643/0001-45	28	FALSE	0.75	FUZZY	Awite Bioenergie (Germany)	https://ror.org/01x4yq975	Germany
Grand Valle Bioenergia Ltda/FAPERJ CNPJ=04.837.643/0001-45	https://api.ror.org/organizations?affiliation=Grand+Valle+Bioenergia+Ltda/FAPERJ+CNPJ=04.837.643/0001-45	18	TRUE	0.9	ACRONYM	Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro	https://ror.org/03kk0s825	Brazil
GRAZ UNIVERISTIY OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=GRAZ+UNIVERISTIY+OF+TECHNOLOGY	14	TRUE	0.95	COMMON TERMS	Graz University of Technology	https://ror.org/00d7xrm67	Austria
GRAZ UNIVERSITY OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=GRAZ+UNIVERSITY+OF+TECHNOLOGY	18	TRUE	1	PHRASE	Graz University of Technology	https://ror.org/00d7xrm67	Austria
GRAZ UNIVERSITY OF TECHNOLOGY / INSTITUTE OF CHEMICAL ENGINEERING AND ENVIRONMENTAL TECHNOLOGY	https://api.ror.org/organizations?affiliation=GRAZ+UNIVERSITY+OF+TECHNOLOGY+/+INSTITUTE+OF+CHEMICAL+ENGINEERING+AND+ENVIRONMENTAL+TECHNOLOGY	21	TRUE	0.93	COMMON TERMS	Universiti Teknologi MARA	https://ror.org/05n8tts92	Malaysia
Graz University of Technology, Institute of Chemic	https://api.ror.org/organizations?affiliation=Graz+University+of+Technology,+Institute+of+Chemic	43	TRUE	1	PHRASE	Graz University of Technology	https://ror.org/00d7xrm67	Austria
Graz University of Technology, Institute of Chemical Engineering and Environmental Technology	https://api.ror.org/organizations?affiliation=Graz+University+of+Technology,+Institute+of+Chemical+Engineering+and+Environmental+Technology	69	TRUE	1	PHRASE	Graz University of Technology	https://ror.org/00d7xrm67	Austria
Green Chemistry Centre of Excellence	https://api.ror.org/organizations?affiliation=Green+Chemistry+Centre+of+Excellence	16	FALSE	0.75	COMMON TERMS	GNSS Centre of Excellence	https://ror.org/0507zc831	Czechia
Green Chemistry Centre of Excellence, Department of Chemistry, University of York	https://api.ror.org/organizations?affiliation=Green+Chemistry+Centre+of+Excellence,+Department+of+Chemistry,+University+of+York	56	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
GREEN CHEMISTRY CENTRE OF EXCELLENCE, UNIVERSITY OF YORK	https://api.ror.org/organizations?affiliation=GREEN+CHEMISTRY+CENTRE+OF+EXCELLENCE,+UNIVERSITY+OF+YORK	40	TRUE	1	PHRASE	University of York	https://ror.org/04m01e293	United Kingdom
GREEN CHEMISTRY EDITOR	https://api.ror.org/organizations?affiliation=GREEN+CHEMISTRY+EDITOR	16	TRUE	0.9	ACRONYM	Groupe de Recherche en Énergie Électrique de Nancy	https://ror.org/01kwx4m12	France
GREEN CHEMISTRY JOURNAL	https://api.ror.org/organizations?affiliation=GREEN+CHEMISTRY+JOURNAL	14	TRUE	0.9	ACRONYM	Groupe de Recherche en Énergie Électrique de Nancy	https://ror.org/01kwx4m12	France
Grupo LEPAMAP. Departamento de Ingeniería Química, Universitat de Girona, España	https://api.ror.org/organizations?affiliation=Grupo+LEPAMAP.+Departamento+de+Ingenieria+Quimica,+Universitat+de+Girona,+Espana	18	TRUE	1	PHRASE	University of Girona	https://ror.org/01xdxns91	Spain
GSK MEDICINES RESEARCH CENTRE	https://api.ror.org/organizations?affiliation=GSK+MEDICINES+RESEARCH+CENTRE	28	FALSE	0.9	ACRONYM	GlaxoSmithKline (Belgium)	https://ror.org/00n3pea85	Belgium
GUIZHOU UNIVERSITY	https://api.ror.org/organizations?affiliation=GUIZHOU+UNIVERSITY	20	TRUE	1	PHRASE	Guizhou University	https://ror.org/02wmsc916	China
Gujarat University	https://api.ror.org/organizations?affiliation=Gujarat+University	20	TRUE	1	PHRASE	Gujarat University	https://ror.org/017f2w007	India
H B. YU*,Y S. HUANG, H B. YANG, B. LI STATE KEY LABORTORY OF THE DISCOVERY AND DEVELOPMENT OF NOVEL PESTICIDE,  SHENYANG SINOCHEM AGROCHEMICALS R&D CO.,LTD., CHINA	https://api.ror.org/organizations?affiliation=H+B.+YU*,Y+S.+HUANG,+H+B.+YANG,+B.+LI+STATE+KEY+LABORTORY+OF+THE+DISCOVERY+AND+DEVELOPMENT+OF+NOVEL+PESTICIDE,++SHENYANG+SINOCHEM+AGROCHEMICALS+R&D+CO.,LTD.,+CHINA	57	FALSE	0.6	FUZZY	Shenyang Pharmaceutical University	https://ror.org/03dnytd23	China
HAKIM SABZEVARI UNIVERSITY	https://api.ror.org/organizations?affiliation=HAKIM+SABZEVARI+UNIVERSITY	19	TRUE	1	PHRASE	Hakim Sabzevari University	https://ror.org/00zyh6d22	Iran
HALDOR TOPSOE A/S	https://api.ror.org/organizations?affiliation=HALDOR+TOPSOE+A/S	11	FALSE	0.87	COMMON TERMS	Haldor Topsoe (Denmark)	https://ror.org/03c6k9p96	Denmark
Haldor Topsøe A/S	https://api.ror.org/organizations?affiliation=Haldor+Topsoe+A/S	11	FALSE	0.87	COMMON TERMS	Haldor Topsoe (Denmark)	https://ror.org/03c6k9p96	Denmark
HANYANG UNIVERSITY	https://api.ror.org/organizations?affiliation=HANYANG+UNIVERSITY	20	TRUE	1	PHRASE	Hanyang University	https://ror.org/046865y68	South Korea
Head-Department of Chemistry	https://api.ror.org/organizations?affiliation=Head-Department+of+Chemistry	20	FALSE	0.82	COMMON TERMS	Department of Physical and Technical Sciences	https://ror.org/01y1re497	Belarus
Helmholtz Institute Ulm, Karlsruhe institute of Technology	https://api.ror.org/organizations?affiliation=Helmholtz+Institute+Ulm,+Karlsruhe+institute+of+Technology	32	TRUE	1	PHRASE	Helmholtz-Institute Ulm	https://ror.org/034rhsb33	Germany
HENKEL AG & CO. KGAA	https://api.ror.org/organizations?affiliation=HENKEL+AG+&+CO.+KGAA	0						
HERAEUS DEUTSCHLAND GMBH & CO. KG	https://api.ror.org/organizations?affiliation=HERAEUS+DEUTSCHLAND+GMBH+&+CO.+KG	8	FALSE	0.68	FUZZY	ParkinsonFonds Deutschland gGmbH	https://ror.org/05tst3487	Germany
HIGH SCHOOL OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=HIGH+SCHOOL+OF+TECHNOLOGY	12	FALSE	0.87	COMMON TERMS	Sakai Technology High School	https://ror.org/04rdyj788	Japan
HIGHER SCHOOL OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=HIGHER+SCHOOL+OF+TECHNOLOGY	13	FALSE	0.64	COMMON TERMS	Institut d’Optique Graduate School	https://ror.org/00d0rke27	France
